library_id	r1_stem	r2_stem
ERR210560	ERR210560_1	
ERR210561	ERR210561_1	
ERR210562	ERR210562_1	
ERR210563	ERR210563_1	
ERR210564	ERR210564_1	
ERR210565	ERR210565_1	
ERR210566	ERR210566_1	
ERR210567	ERR210567_1	
ERR210568	ERR210568_1	
ERR210569	ERR210569_1	
ERR210570	ERR210570_1	
ERR210571	ERR210571_1	
ERR210572	ERR210572_1	
ERR210573	ERR210573_1	
ERR210574	ERR210574_1	
ERR210575	ERR210575_1	
ERR210576	ERR210576_1	
ERR210577	ERR210577_1	
ERR210578	ERR210578_1	
ERR210579	ERR210579_1	
ERR210580	ERR210580_1	
ERR210581	ERR210581_1	
ERR210582	ERR210582_1	
ERR210583	ERR210583_1	
ERR210584	ERR210584_1	
ERR210585	ERR210585_1	
ERR210586	ERR210586_1	
ERR210587	ERR210587_1	
ERR210588	ERR210588_1	
ERR210589	ERR210589_1	
ERR210590	ERR210590_1	
ERR210591	ERR210591_1	
ERR210592	ERR210592_1	
ERR210593	ERR210593_1	
ERR210594	ERR210594_1	
ERR210595	ERR210595_1	
ERR210596	ERR210596_1	
ERR210597	ERR210597_1	
ERR210598	ERR210598_1	
ERR210599	ERR210599_1	
ERR210600	ERR210600_1	
ERR210601	ERR210601_1	
ERR210602	ERR210602_1	
ERR210603	ERR210603_1	
ERR210604	ERR210604_1	
ERR210605	ERR210605_1	
ERR210606	ERR210606_1	
ERR210607	ERR210607_1	
ERR210608	ERR210608_1	
ERR210609	ERR210609_1	
ERR210610	ERR210610_1	
ERR210611	ERR210611_1	
ERR210612	ERR210612_1	
ERR210613	ERR210613_1	
ERR210614	ERR210614_1	
ERR210615	ERR210615_1	
ERR210616	ERR210616_1	
ERR210617	ERR210617_1	
ERR210618	ERR210618_1	
ERR210619	ERR210619_1	
ERR210620	ERR210620_1	
ERR210621	ERR210621_1	
ERR210622	ERR210622_1	
ERR210623	ERR210623_1	
ERR210624	ERR210624_1	
ERR210625	ERR210625_1	
ERR210626	ERR210626_1	
ERR210627	ERR210627_1	
ERR210628	ERR210628_1	
ERR210629	ERR210629_1	
ERR210630	ERR210630_1	
ERR210631	ERR210631_1	
ERR210632	ERR210632_1	
ERR210633	ERR210633_1	
ERR210634	ERR210634_1	
ERR210635	ERR210635_1	
ERR210636	ERR210636_1	
ERR210637	ERR210637_1	
ERR210638	ERR210638_1	
ERR210639	ERR210639_1	
ERR210640	ERR210640_1	
ERR210641	ERR210641_1	
ERR210642	ERR210642_1	
ERR210643	ERR210643_1	
ERR210644	ERR210644_1	
ERR210645	ERR210645_1	
ERR210646	ERR210646_1	
ERR210647	ERR210647_1	
ERR210648	ERR210648_1	
ERR210649	ERR210649_1	
ERR210650	ERR210650_1	
ERR210651	ERR210651_1	
ERR210652	ERR210652_1	
ERR210653	ERR210653_1	
ERR210654	ERR210654_1	
ERR210655	ERR210655_1	
ERR210656	ERR210656_1	
ERR210657	ERR210657_1	
ERR210658	ERR210658_1	
ERR210659	ERR210659_1	
ERR210660	ERR210660_1	
ERR210661	ERR210661_1	
ERR210662	ERR210662_1	
ERR210663	ERR210663_1	
ERR210664	ERR210664_1	
ERR210665	ERR210665_1	
ERR210666	ERR210666_1	
ERR210667	ERR210667_1	
ERR210668	ERR210668_1	
ERR210669	ERR210669_1	
ERR210670	ERR210670_1	
ERR210671	ERR210671_1	
ERR210672	ERR210672_1	
ERR210673	ERR210673_1	
ERR210674	ERR210674_1	
ERR210675	ERR210675_1	
ERR210676	ERR210676_1	
ERR210677	ERR210677_1	
ERR210678	ERR210678_1	
ERR210679	ERR210679_1	
ERR210680	ERR210680_1	
ERR210681	ERR210681_1	
ERR210682	ERR210682_1	
ERR210683	ERR210683_1	
ERR210684	ERR210684_1	
ERR210685	ERR210685_1	
ERR210686	ERR210686_1	
ERR210687	ERR210687_1	
ERR210688	ERR210688_1	
ERR210689	ERR210689_1	
ERR210690	ERR210690_1	
ERR210691	ERR210691_1	
ERR210692	ERR210692_1	
ERR210693	ERR210693_1	
ERR210694	ERR210694_1	
ERR210695	ERR210695_1	
ERR210696	ERR210696_1	
ERR210697	ERR210697_1	
ERR210698	ERR210698_1	
ERR210699	ERR210699_1	
ERR210700	ERR210700_1	
ERR210701	ERR210701_1	
ERR210702	ERR210702_1	
ERR210703	ERR210703_1	
ERR210704	ERR210704_1	
ERR210705	ERR210705_1	
ERR210706	ERR210706_1	
ERR210707	ERR210707_1	
ERR210708	ERR210708_1	
ERR210709	ERR210709_1	
ERR210710	ERR210710_1	
ERR210711	ERR210711_1	
ERR210712	ERR210712_1	
ERR210713	ERR210713_1	
ERR210714	ERR210714_1	
ERR210715	ERR210715_1	
ERR210716	ERR210716_1	
ERR210717	ERR210717_1	
ERR210718	ERR210718_1	
ERR210719	ERR210719_1	
ERR210720	ERR210720_1	
ERR210721	ERR210721_1	
ERR210722	ERR210722_1	
ERR210723	ERR210723_1	
ERR210724	ERR210724_1	
ERR210725	ERR210725_1	
ERR210726	ERR210726_1	
ERR210727	ERR210727_1	
ERR210728	ERR210728_1	
ERR210729	ERR210729_1	
ERR210730	ERR210730_1	
ERR210731	ERR210731_1	
ERR210732	ERR210732_1	
ERR210733	ERR210733_1	
ERR210734	ERR210734_1	
ERR210735	ERR210735_1	
ERR210736	ERR210736_1	
ERR210737	ERR210737_1	
ERR210738	ERR210738_1	
ERR210739	ERR210739_1	
ERR210740	ERR210740_1	
ERR210741	ERR210741_1	
ERR210742	ERR210742_1	
ERR210743	ERR210743_1	
ERR210744	ERR210744_1	
ERR210745	ERR210745_1	
ERR210746	ERR210746_1	
ERR210747	ERR210747_1	
ERR210748	ERR210748_1	
ERR210749	ERR210749_1	
ERR210750	ERR210750_1	
ERR210751	ERR210751_1	
ERR210752	ERR210752_1	
ERR210753	ERR210753_1	
ERR210754	ERR210754_1	
ERR210755	ERR210755_1	
ERR210756	ERR210756_1	
ERR210757	ERR210757_1	
ERR210758	ERR210758_1	
ERR260132	ERR260132_1	ERR260132_2
ERR260133	ERR260133_1	ERR260133_2
ERR260134	ERR260134_1	ERR260134_2
ERR260135	ERR260135_1	ERR260135_2
ERR260136	ERR260136_1	ERR260136_2
ERR260137	ERR260137_1	ERR260137_2
ERR260138	ERR260138_1	ERR260138_2
ERR260139	ERR260139_1	ERR260139_2
ERR260140	ERR260140_1	ERR260140_2
ERR260141	ERR260141_1	ERR260141_2
ERR260142	ERR260142_1	ERR260142_2
ERR260143	ERR260143_1	ERR260143_2
ERR260144	ERR260144_1	ERR260144_2
ERR260145	ERR260145_1	ERR260145_2
ERR260146	ERR260146_1	ERR260146_2
ERR260147	ERR260147_1	ERR260147_2
ERR260148	ERR260148_1	ERR260148_2
ERR260149	ERR260149_1	ERR260149_2
ERR260150	ERR260150_1	ERR260150_2
ERR260151	ERR260151_1	ERR260151_2
ERR260152	ERR260152_1	ERR260152_2
ERR260153	ERR260153_1	ERR260153_2
ERR260154	ERR260154_1	ERR260154_2
ERR260155	ERR260155_1	ERR260155_2
ERR260156	ERR260156_1	ERR260156_2
ERR260157	ERR260157_1	ERR260157_2
ERR260158	ERR260158_1	ERR260158_2
ERR260159	ERR260159_1	ERR260159_2
ERR260160	ERR260160_1	ERR260160_2
ERR260161	ERR260161_1	ERR260161_2
ERR260162	ERR260162_1	ERR260162_2
ERR260163	ERR260163_1	ERR260163_2
ERR260164	ERR260164_1	ERR260164_2
ERR260165	ERR260165_1	ERR260165_2
ERR260166	ERR260166_1	ERR260166_2
ERR260167	ERR260167_1	ERR260167_2
ERR260168	ERR260168_1	ERR260168_2
ERR260169	ERR260169_1	ERR260169_2
ERR260170	ERR260170_1	ERR260170_2
ERR260171	ERR260171_1	ERR260171_2
ERR260172	ERR260172_1	ERR260172_2
ERR260173	ERR260173_1	ERR260173_2
ERR260174	ERR260174_1	ERR260174_2
ERR260175	ERR260175_1	ERR260175_2
ERR260176	ERR260176_1	ERR260176_2
ERR260177	ERR260177_1	ERR260177_2
ERR260178	ERR260178_1	ERR260178_2
ERR260179	ERR260179_1	ERR260179_2
ERR260180	ERR260180_1	ERR260180_2
ERR260181	ERR260181_1	ERR260181_2
ERR260182	ERR260182_1	ERR260182_2
ERR260183	ERR260183_1	ERR260183_2
ERR260184	ERR260184_1	ERR260184_2
ERR260185	ERR260185_1	ERR260185_2
ERR260186	ERR260186_1	ERR260186_2
ERR260187	ERR260187_1	ERR260187_2
ERR260188	ERR260188_1	ERR260188_2
ERR260189	ERR260189_1	ERR260189_2
ERR260190	ERR260190_1	ERR260190_2
ERR260191	ERR260191_1	ERR260191_2
ERR260192	ERR260192_1	ERR260192_2
ERR260193	ERR260193_1	ERR260193_2
ERR260194	ERR260194_1	ERR260194_2
ERR260195	ERR260195_1	ERR260195_2
ERR260196	ERR260196_1	ERR260196_2
ERR260197	ERR260197_1	ERR260197_2
ERR260198	ERR260198_1	ERR260198_2
ERR260199	ERR260199_1	ERR260199_2
ERR260200	ERR260200_1	ERR260200_2
ERR260201	ERR260201_1	ERR260201_2
ERR260202	ERR260202_1	ERR260202_2
ERR260203	ERR260203_1	ERR260203_2
ERR260204	ERR260204_1	ERR260204_2
ERR260205	ERR260205_1	ERR260205_2
ERR260206	ERR260206_1	ERR260206_2
ERR260207	ERR260207_1	ERR260207_2
ERR260208	ERR260208_1	ERR260208_2
ERR260209	ERR260209_1	ERR260209_2
ERR260210	ERR260210_1	ERR260210_2
ERR260211	ERR260211_1	ERR260211_2
ERR260212	ERR260212_1	
ERR260213		ERR260213_2
ERR260214	ERR260214_1	ERR260214_2
ERR260215	ERR260215_1	ERR260215_2
ERR260216	ERR260216_1	ERR260216_2
ERR260217	ERR260217_1	ERR260217_2
ERR260218	ERR260218_1	ERR260218_2
ERR260219	ERR260219_1	ERR260219_2
ERR260220	ERR260220_1	ERR260220_2
ERR260221	ERR260221_1	ERR260221_2
ERR260222	ERR260222_1	ERR260222_2
ERR260223	ERR260223_1	ERR260223_2
ERR260224	ERR260224_1	ERR260224_2
ERR260225	ERR260225_1	ERR260225_2
ERR260226	ERR260226_1	ERR260226_2
ERR260227	ERR260227_1	ERR260227_2
ERR260228	ERR260228_1	ERR260228_2
ERR260229	ERR260229_1	ERR260229_2
ERR260230	ERR260230_1	ERR260230_2
ERR260231	ERR260231_1	ERR260231_2
ERR260232	ERR260232_1	ERR260232_2
ERR260233	ERR260233_1	ERR260233_2
ERR260234	ERR260234_1	ERR260234_2
ERR260235	ERR260235_1	ERR260235_2
ERR260236	ERR260236_1	ERR260236_2
ERR260237	ERR260237_1	ERR260237_2
ERR260238	ERR260238_1	ERR260238_2
ERR260239	ERR260239_1	ERR260239_2
ERR260240	ERR260240_1	ERR260240_2
ERR260241	ERR260241_1	ERR260241_2
ERR260242	ERR260242_1	ERR260242_2
ERR260243	ERR260243_1	ERR260243_2
ERR260244	ERR260244_1	ERR260244_2
ERR260245	ERR260245_1	ERR260245_2
ERR260246	ERR260246_1	ERR260246_2
ERR260247	ERR260247_1	ERR260247_2
ERR260248	ERR260248_1	ERR260248_2
ERR260249	ERR260249_1	ERR260249_2
ERR260250	ERR260250_1	ERR260250_2
ERR260251	ERR260251_1	ERR260251_2
ERR260252	ERR260252_1	ERR260252_2
ERR260253	ERR260253_1	ERR260253_2
ERR260254	ERR260254_1	ERR260254_2
ERR260255	ERR260255_1	ERR260255_2
ERR260256	ERR260256_1	ERR260256_2
ERR260257	ERR260257_1	ERR260257_2
ERR260258	ERR260258_1	ERR260258_2
ERR260259	ERR260259_1	ERR260259_2
ERR260260	ERR260260_1	ERR260260_2
ERR260261	ERR260261_1	ERR260261_2
ERR260262	ERR260262_1	ERR260262_2
ERR260263	ERR260263_1	ERR260263_2
ERR260264	ERR260264_1	ERR260264_2
ERR260265	ERR260265_1	ERR260265_2
ERR260266	ERR260266_1	ERR260266_2
ERR260267	ERR260267_1	ERR260267_2
ERR260268	ERR260268_1	ERR260268_2
ERR260269	ERR260269_1	ERR260269_2
ERR260270	ERR260270_1	ERR260270_2
ERR260271	ERR260271_1	ERR260271_2
ERR260272	ERR260272_1	ERR260272_2
ERR260273	ERR260273_1	ERR260273_2
ERR260274	ERR260274_1	ERR260274_2
ERR260275	ERR260275_1	ERR260275_2
ERR260276	ERR260276_1	ERR260276_2
ERR260476	ERR260476_1	ERR260476_2
ERR260477	ERR260477_1	ERR260477_2
ERR260478	ERR260478_1	ERR260478_2
ERR260479	ERR260479_1	ERR260479_2
ERR260480	ERR260480_1	ERR260480_2
ERR260481	ERR260481_1	ERR260481_2
ERR260482	ERR260482_1	ERR260482_2
ERR260483	ERR260483_1	ERR260483_2
ERR260484	ERR260484_1	ERR260484_2
ERR260485	ERR260485_1	ERR260485_2
ERR260486	ERR260486_1	ERR260486_2
ERR260487	ERR260487_1	ERR260487_2
ERR260488	ERR260488_1	ERR260488_2
ERR260489	ERR260489_1	ERR260489_2
ERR260490	ERR260490_1	ERR260490_2
ERR260491	ERR260491_1	ERR260491_2
ERR260492	ERR260492_1	ERR260492_2
ERR260493	ERR260493_1	ERR260493_2
ERR260494	ERR260494_1	ERR260494_2
ERR260495	ERR260495_1	ERR260495_2
ERR260496	ERR260496_1	ERR260496_2
ERR260497	ERR260497_1	ERR260497_2
ERR260498	ERR260498_1	ERR260498_2
ERR260499	ERR260499_1	ERR260499_2
ERR260500	ERR260500_1	ERR260500_2
ERR260501	ERR260501_1	ERR260501_2
ERR260502	ERR260502_1	ERR260502_2
ERR260503	ERR260503_1	ERR260503_2
ERR260504	ERR260504_1	ERR260504_2
ERR260505	ERR260505_1	ERR260505_2
ERR260506	ERR260506_1	ERR260506_2
ERR262938	ERR262938_1	ERR262938_2
ERR262939	ERR262939_1	ERR262939_2
ERR262940	ERR262940_1	ERR262940_2
ERR262941	ERR262941_1	ERR262941_2
ERR262942	ERR262942_1	ERR262942_2
ERR262943	ERR262943_1	ERR262943_2
ERR262944	ERR262944_1	ERR262944_2
ERR262945	ERR262945_1	ERR262945_2
ERR262946	ERR262946_1	ERR262946_2
ERR262947	ERR262947_1	ERR262947_2
ERR262948	ERR262948_1	ERR262948_2
ERR262949	ERR262949_1	ERR262949_2
ERR262951	ERR262951_1	ERR262951_2
ERR262952	ERR262952_1	ERR262952_2
ERR262953	ERR262953_1	ERR262953_2
ERR262954	ERR262954_1	ERR262954_2
ERR262955	ERR262955_1	ERR262955_2
ERR262956	ERR262956_1	ERR262956_2
ERR262957	ERR262957_1	ERR262957_2
ERR262958	ERR262958_1	ERR262958_2
ERR262959	ERR262959_1	ERR262959_2
ERR275251	ERR275251_1	ERR275251_2
ERR275252	ERR275252_1	ERR275252_2
ERR321062	ERR321062_1	ERR321062_2
ERR321063	ERR321063_1	ERR321063_2
ERR321064	ERR321064_1	ERR321064_2
ERR321065	ERR321065_1	ERR321065_2
ERR321066	ERR321066_1	ERR321066_2
ERR321067	ERR321067_1	ERR321067_2
ERR321068	ERR321068_1	ERR321068_2
ERR321069	ERR321069_1	ERR321069_2
ERR321070	ERR321070_1	ERR321070_2
ERR321071	ERR321071_1	ERR321071_2
ERR321072	ERR321072_1	ERR321072_2
ERR321073	ERR321073_1	ERR321073_2
ERR321074	ERR321074_1	ERR321074_2
ERR321075	ERR321075_1	ERR321075_2
ERR321076	ERR321076_1	ERR321076_2
ERR321077	ERR321077_1	ERR321077_2
ERR321078	ERR321078_1	ERR321078_2
ERR321079	ERR321079_1	ERR321079_2
ERR321080	ERR321080_1	ERR321080_2
ERR321081	ERR321081_1	ERR321081_2
ERR321082	ERR321082_1	ERR321082_2
ERR321083	ERR321083_1	ERR321083_2
ERR321084	ERR321084_1	ERR321084_2
ERR321085	ERR321085_1	ERR321085_2
ERR321086	ERR321086_1	ERR321086_2
ERR321087	ERR321087_1	ERR321087_2
ERR321088	ERR321088_1	ERR321088_2
ERR321089	ERR321089_1	ERR321089_2
ERR321090	ERR321090_1	ERR321090_2
ERR321091	ERR321091_1	ERR321091_2
ERR321092	ERR321092_1	ERR321092_2
ERR321093	ERR321093_1	ERR321093_2
ERR321094	ERR321094_1	ERR321094_2
ERR321095	ERR321095_1	ERR321095_2
ERR321096	ERR321096_1	ERR321096_2
ERR321097	ERR321097_1	ERR321097_2
ERR321098	ERR321098_1	ERR321098_2
ERR321099	ERR321099_1	ERR321099_2
ERR321100	ERR321100_1	ERR321100_2
ERR321101	ERR321101_1	ERR321101_2
ERR321102	ERR321102_1	ERR321102_2
ERR321103	ERR321103_1	ERR321103_2
ERR321104	ERR321104_1	ERR321104_2
ERR321105	ERR321105_1	ERR321105_2
ERR321106	ERR321106_1	ERR321106_2
ERR321107	ERR321107_1	ERR321107_2
ERR321108	ERR321108_1	ERR321108_2
ERR321109	ERR321109_1	ERR321109_2
ERR321110	ERR321110_1	ERR321110_2
ERR321111	ERR321111_1	ERR321111_2
ERR321112	ERR321112_1	ERR321112_2
ERR321113	ERR321113_1	ERR321113_2
ERR321114	ERR321114_1	ERR321114_2
ERR321115	ERR321115_1	ERR321115_2
ERR321116	ERR321116_1	ERR321116_2
ERR321117	ERR321117_1	ERR321117_2
ERR321118	ERR321118_1	ERR321118_2
ERR321119	ERR321119_1	ERR321119_2
ERR321120	ERR321120_1	ERR321120_2
ERR321121	ERR321121_1	ERR321121_2
ERR321122	ERR321122_1	ERR321122_2
ERR321123	ERR321123_1	ERR321123_2
ERR321124	ERR321124_1	ERR321124_2
ERR321125	ERR321125_1	ERR321125_2
ERR321126	ERR321126_1	ERR321126_2
ERR321127	ERR321127_1	ERR321127_2
ERR321128	ERR321128_1	ERR321128_2
ERR321129	ERR321129_1	ERR321129_2
ERR321130	ERR321130_1	ERR321130_2
ERR321131	ERR321131_1	ERR321131_2
ERR321132	ERR321132_1	ERR321132_2
ERR321133	ERR321133_1	ERR321133_2
ERR321134	ERR321134_1	ERR321134_2
ERR321135	ERR321135_1	ERR321135_2
ERR321136	ERR321136_1	ERR321136_2
ERR321137	ERR321137_1	ERR321137_2
ERR321138	ERR321138_1	ERR321138_2
ERR321139	ERR321139_1	ERR321139_2
ERR321140	ERR321140_1	ERR321140_2
ERR321141	ERR321141_1	ERR321141_2
ERR321142	ERR321142_1	ERR321142_2
ERR321143	ERR321143_1	ERR321143_2
ERR321144	ERR321144_1	ERR321144_2
ERR321145	ERR321145_1	ERR321145_2
ERR321146	ERR321146_1	ERR321146_2
ERR321147	ERR321147_1	ERR321147_2
ERR321148	ERR321148_1	ERR321148_2
ERR321149	ERR321149_1	ERR321149_2
ERR321150	ERR321150_1	ERR321150_2
ERR321151	ERR321151_1	ERR321151_2
ERR321152	ERR321152_1	ERR321152_2
ERR321153	ERR321153_1	ERR321153_2
ERR321154	ERR321154_1	ERR321154_2
ERR321155	ERR321155_1	ERR321155_2
ERR321156	ERR321156_1	ERR321156_2
ERR321157	ERR321157_1	ERR321157_2
ERR321158	ERR321158_1	ERR321158_2
ERR321159	ERR321159_1	ERR321159_2
ERR321160	ERR321160_1	ERR321160_2
ERR321161	ERR321161_1	ERR321161_2
ERR321162	ERR321162_1	ERR321162_2
ERR321163	ERR321163_1	ERR321163_2
ERR321164	ERR321164_1	ERR321164_2
ERR321165	ERR321165_1	ERR321165_2
ERR321166	ERR321166_1	ERR321166_2
ERR321167	ERR321167_1	ERR321167_2
ERR321168	ERR321168_1	ERR321168_2
ERR321169	ERR321169_1	ERR321169_2
ERR321170	ERR321170_1	ERR321170_2
ERR321171	ERR321171_1	ERR321171_2
ERR321172	ERR321172_1	ERR321172_2
ERR321173	ERR321173_1	ERR321173_2
ERR321174	ERR321174_1	ERR321174_2
ERR321175	ERR321175_1	ERR321175_2
ERR321176	ERR321176_1	ERR321176_2
ERR321177	ERR321177_1	ERR321177_2
ERR321178	ERR321178_1	ERR321178_2
ERR321179	ERR321179_1	ERR321179_2
ERR321180	ERR321180_1	ERR321180_2
ERR321181	ERR321181_1	ERR321181_2
ERR321182	ERR321182_1	ERR321182_2
ERR321183	ERR321183_1	ERR321183_2
ERR321184	ERR321184_1	ERR321184_2
ERR321185	ERR321185_1	ERR321185_2
ERR321186	ERR321186_1	ERR321186_2
ERR321187	ERR321187_1	ERR321187_2
ERR321188	ERR321188_1	ERR321188_2
ERR321189	ERR321189_1	ERR321189_2
ERR321190	ERR321190_1	ERR321190_2
ERR321191	ERR321191_1	ERR321191_2
ERR321192	ERR321192_1	ERR321192_2
ERR321193	ERR321193_1	ERR321193_2
ERR321194	ERR321194_1	ERR321194_2
ERR321195	ERR321195_1	ERR321195_2
ERR321196	ERR321196_1	ERR321196_2
ERR321197	ERR321197_1	ERR321197_2
ERR321198	ERR321198_1	ERR321198_2
ERR321199	ERR321199_1	ERR321199_2
ERR321200	ERR321200_1	ERR321200_2
ERR321201	ERR321201_1	ERR321201_2
ERR321202	ERR321202_1	ERR321202_2
ERR321203	ERR321203_1	ERR321203_2
ERR321204	ERR321204_1	ERR321204_2
ERR321205	ERR321205_1	ERR321205_2
ERR321206	ERR321206_1	ERR321206_2
ERR321207	ERR321207_1	ERR321207_2
ERR321208	ERR321208_1	ERR321208_2
ERR321209	ERR321209_1	ERR321209_2
ERR321210	ERR321210_1	ERR321210_2
ERR321211	ERR321211_1	ERR321211_2
ERR321212	ERR321212_1	ERR321212_2
ERR321213	ERR321213_1	ERR321213_2
ERR321214	ERR321214_1	ERR321214_2
ERR321215	ERR321215_1	ERR321215_2
ERR321216	ERR321216_1	ERR321216_2
ERR321217	ERR321217_1	ERR321217_2
ERR321218	ERR321218_1	ERR321218_2
ERR321219	ERR321219_1	ERR321219_2
ERR321220	ERR321220_1	ERR321220_2
ERR321221	ERR321221_1	ERR321221_2
ERR321222	ERR321222_1	ERR321222_2
ERR321223	ERR321223_1	ERR321223_2
ERR321224	ERR321224_1	ERR321224_2
ERR321225	ERR321225_1	ERR321225_2
ERR321226	ERR321226_1	ERR321226_2
ERR321227	ERR321227_1	ERR321227_2
ERR321228	ERR321228_1	ERR321228_2
ERR321229	ERR321229_1	ERR321229_2
ERR321230	ERR321230_1	ERR321230_2
ERR321231	ERR321231_1	ERR321231_2
ERR321232	ERR321232_1	ERR321232_2
ERR321233	ERR321233_1	ERR321233_2
ERR321234	ERR321234_1	ERR321234_2
ERR321235	ERR321235_1	ERR321235_2
ERR321236	ERR321236_1	ERR321236_2
ERR321237	ERR321237_1	ERR321237_2
ERR321238	ERR321238_1	ERR321238_2
ERR321239	ERR321239_1	ERR321239_2
ERR321240	ERR321240_1	ERR321240_2
ERR321241	ERR321241_1	ERR321241_2
ERR321242	ERR321242_1	ERR321242_2
ERR321243	ERR321243_1	ERR321243_2
ERR321244	ERR321244_1	ERR321244_2
ERR321245	ERR321245_1	ERR321245_2
ERR321246	ERR321246_1	ERR321246_2
ERR321247	ERR321247_1	ERR321247_2
ERR321248	ERR321248_1	ERR321248_2
ERR321249	ERR321249_1	ERR321249_2
ERR321250	ERR321250_1	ERR321250_2
ERR321251	ERR321251_1	ERR321251_2
ERR321252	ERR321252_1	ERR321252_2
ERR321253	ERR321253_1	ERR321253_2
ERR321254	ERR321254_1	ERR321254_2
ERR321255	ERR321255_1	ERR321255_2
ERR321256	ERR321256_1	ERR321256_2
ERR321257	ERR321257_1	ERR321257_2
ERR321258	ERR321258_1	ERR321258_2
ERR321259	ERR321259_1	ERR321259_2
ERR321260	ERR321260_1	ERR321260_2
ERR321261	ERR321261_1	ERR321261_2
ERR321262	ERR321262_1	ERR321262_2
ERR321263	ERR321263_1	ERR321263_2
ERR321264	ERR321264_1	ERR321264_2
ERR321265	ERR321265_1	ERR321265_2
ERR321266	ERR321266_1	ERR321266_2
ERR321267	ERR321267_1	ERR321267_2
ERR321268	ERR321268_1	ERR321268_2
ERR321269	ERR321269_1	ERR321269_2
ERR321270	ERR321270_1	ERR321270_2
ERR321271	ERR321271_1	ERR321271_2
ERR321272	ERR321272_1	ERR321272_2
ERR321273	ERR321273_1	ERR321273_2
ERR321274	ERR321274_1	ERR321274_2
ERR321275	ERR321275_1	ERR321275_2
ERR321276	ERR321276_1	ERR321276_2
ERR321277	ERR321277_1	ERR321277_2
ERR321278	ERR321278_1	ERR321278_2
ERR321279	ERR321279_1	ERR321279_2
ERR321280	ERR321280_1	ERR321280_2
ERR321281	ERR321281_1	ERR321281_2
ERR321282	ERR321282_1	ERR321282_2
ERR321283	ERR321283_1	ERR321283_2
ERR321284	ERR321284_1	ERR321284_2
ERR321285	ERR321285_1	ERR321285_2
ERR321286	ERR321286_1	ERR321286_2
ERR321287	ERR321287_1	ERR321287_2
ERR321288	ERR321288_1	ERR321288_2
ERR321289	ERR321289_1	ERR321289_2
ERR321290	ERR321290_1	ERR321290_2
ERR321291	ERR321291_1	ERR321291_2
ERR321292	ERR321292_1	ERR321292_2
ERR321293	ERR321293_1	ERR321293_2
ERR321294	ERR321294_1	ERR321294_2
ERR321295	ERR321295_1	ERR321295_2
ERR321296	ERR321296_1	ERR321296_2
ERR321297	ERR321297_1	ERR321297_2
ERR321298	ERR321298_1	ERR321298_2
ERR321299	ERR321299_1	ERR321299_2
ERR321300	ERR321300_1	ERR321300_2
ERR321301	ERR321301_1	ERR321301_2
ERR321302	ERR321302_1	ERR321302_2
ERR321303	ERR321303_1	ERR321303_2
ERR321304	ERR321304_1	ERR321304_2
ERR321305	ERR321305_1	ERR321305_2
ERR321306	ERR321306_1	ERR321306_2
ERR321307	ERR321307_1	ERR321307_2
ERR321308	ERR321308_1	ERR321308_2
ERR321309	ERR321309_1	ERR321309_2
ERR321310	ERR321310_1	ERR321310_2
ERR321311	ERR321311_1	ERR321311_2
ERR321312	ERR321312_1	ERR321312_2
ERR321313	ERR321313_1	ERR321313_2
ERR321314	ERR321314_1	ERR321314_2
ERR321315	ERR321315_1	ERR321315_2
ERR321316	ERR321316_1	ERR321316_2
ERR321317	ERR321317_1	ERR321317_2
ERR321318	ERR321318_1	ERR321318_2
ERR321319	ERR321319_1	ERR321319_2
ERR321320	ERR321320_1	ERR321320_2
ERR321321	ERR321321_1	ERR321321_2
ERR321322	ERR321322_1	ERR321322_2
ERR321323	ERR321323_1	ERR321323_2
ERR321324	ERR321324_1	ERR321324_2
ERR321325	ERR321325_1	ERR321325_2
ERR321326	ERR321326_1	ERR321326_2
ERR321327	ERR321327_1	ERR321327_2
ERR321328	ERR321328_1	ERR321328_2
ERR321329	ERR321329_1	ERR321329_2
ERR321330	ERR321330_1	ERR321330_2
ERR321331	ERR321331_1	ERR321331_2
ERR321332	ERR321332_1	ERR321332_2
ERR321333	ERR321333_1	ERR321333_2
ERR321334	ERR321334_1	ERR321334_2
ERR321335	ERR321335_1	ERR321335_2
ERR321336	ERR321336_1	ERR321336_2
ERR321337	ERR321337_1	ERR321337_2
ERR321338	ERR321338_1	ERR321338_2
ERR321339	ERR321339_1	ERR321339_2
ERR321340	ERR321340_1	ERR321340_2
ERR321341	ERR321341_1	ERR321341_2
ERR321342	ERR321342_1	ERR321342_2
ERR321343	ERR321343_1	ERR321343_2
ERR321344	ERR321344_1	ERR321344_2
ERR321345	ERR321345_1	ERR321345_2
ERR321346	ERR321346_1	ERR321346_2
ERR321347	ERR321347_1	ERR321347_2
ERR321348	ERR321348_1	ERR321348_2
ERR321349	ERR321349_1	ERR321349_2
ERR321350	ERR321350_1	ERR321350_2
ERR321351	ERR321351_1	ERR321351_2
ERR321352	ERR321352_1	ERR321352_2
ERR321353	ERR321353_1	ERR321353_2
ERR321354	ERR321354_1	ERR321354_2
ERR321355	ERR321355_1	ERR321355_2
ERR321356	ERR321356_1	ERR321356_2
ERR321357	ERR321357_1	ERR321357_2
ERR321358	ERR321358_1	ERR321358_2
ERR321359	ERR321359_1	ERR321359_2
ERR321360	ERR321360_1	ERR321360_2
ERR321361	ERR321361_1	ERR321361_2
ERR321362	ERR321362_1	ERR321362_2
