library_id	r1_stem	r2_stem
SRR1632444	SRR1632444_1	SRR1632444_2
SRR1632445	SRR1632445_1	SRR1632445_2
SRR1632446	SRR1632446_1	SRR1632446_2
SRR1632447	SRR1632447_1	SRR1632447_2
SRR1632448	SRR1632448_1	SRR1632448_2
SRR1632449	SRR1632449_1	SRR1632449_2
SRR1632450	SRR1632450_1	SRR1632450_2
SRR1632451	SRR1632451_1	SRR1632451_2
SRR1632452	SRR1632452_1	SRR1632452_2
SRR1632453	SRR1632453_1	SRR1632453_2
SRR1632454	SRR1632454_1	SRR1632454_2
SRR1632455	SRR1632455_1	SRR1632455_2
SRR1632456	SRR1632456_1	SRR1632456_2
SRR1632457	SRR1632457_1	SRR1632457_2
SRR1632458	SRR1632458_1	SRR1632458_2
SRR1632459	SRR1632459_1	SRR1632459_2
SRR1632460	SRR1632460_1	SRR1632460_2
SRR1632461	SRR1632461_1	SRR1632461_2
SRR1632462	SRR1632462_1	SRR1632462_2
SRR1632463	SRR1632463_1	SRR1632463_2
SRR1632464	SRR1632464_1	SRR1632464_2
SRR1632465	SRR1632465_1	SRR1632465_2
SRR1632466	SRR1632466_1	SRR1632466_2
SRR1632467	SRR1632467_1	SRR1632467_2
SRR1632468	SRR1632468_1	SRR1632468_2
SRR1632469	SRR1632469_1	SRR1632469_2
SRR1632470	SRR1632470_1	SRR1632470_2
SRR1632471	SRR1632471_1	SRR1632471_2
SRR1632472	SRR1632472_1	SRR1632472_2
SRR1632473	SRR1632473_1	SRR1632473_2
SRR1632474	SRR1632474_1	SRR1632474_2
SRR1632475	SRR1632475_1	SRR1632475_2
SRR1632476	SRR1632476_1	SRR1632476_2
SRR1632477	SRR1632477_1	SRR1632477_2
SRR1632478	SRR1632478_1	SRR1632478_2
SRR1632479	SRR1632479_1	SRR1632479_2
SRR1632480	SRR1632480_1	SRR1632480_2
SRR1632481	SRR1632481_1	SRR1632481_2
SRR1632482	SRR1632482_1	SRR1632482_2
SRR1632483	SRR1632483_1	SRR1632483_2
SRR1632484	SRR1632484_1	SRR1632484_2
SRR1632485	SRR1632485_1	SRR1632485_2
SRR1632486	SRR1632486_1	SRR1632486_2
SRR1632487	SRR1632487_1	SRR1632487_2
SRR1632488	SRR1632488_1	SRR1632488_2
SRR1632489	SRR1632489_1	SRR1632489_2
SRR1632490	SRR1632490_1	SRR1632490_2
SRR1632785	SRR1632785_1	SRR1632785_2
SRR1632786	SRR1632786_1	SRR1632786_2
SRR1632787	SRR1632787_1	SRR1632787_2
SRR1632788	SRR1632788_1	SRR1632788_2
SRR1632789	SRR1632789_1	SRR1632789_2
SRR1632790	SRR1632790_1	SRR1632790_2
SRR1632791	SRR1632791_1	SRR1632791_2
SRR1632792	SRR1632792_1	SRR1632792_2
SRR1632793	SRR1632793_1	SRR1632793_2
SRR1632794	SRR1632794_1	SRR1632794_2
SRR1632795	SRR1632795_1	SRR1632795_2
SRR1632796	SRR1632796_1	SRR1632796_2
SRR1632797	SRR1632797_1	SRR1632797_2
SRR1632798	SRR1632798_1	SRR1632798_2
SRR1632799	SRR1632799_1	SRR1632799_2
SRR1632800	SRR1632800_1	SRR1632800_2
SRR1632801	SRR1632801_1	SRR1632801_2
SRR1632802	SRR1632802_1	SRR1632802_2
SRR1632803	SRR1632803_1	SRR1632803_2
SRR1632804	SRR1632804_1	SRR1632804_2
SRR1632805	SRR1632805_1	SRR1632805_2
SRR1632806	SRR1632806_1	SRR1632806_2
SRR1632807	SRR1632807_1	SRR1632807_2
SRR1632808	SRR1632808_1	SRR1632808_2
SRR1632809	SRR1632809_1	SRR1632809_2
SRR1632810	SRR1632810_1	SRR1632810_2
SRR1632811	SRR1632811_1	SRR1632811_2
SRR1632812	SRR1632812_1	SRR1632812_2
SRR1632813	SRR1632813_1	SRR1632813_2
SRR1632814	SRR1632814_1	SRR1632814_2
SRR1632815	SRR1632815_1	SRR1632815_2
SRR1632816	SRR1632816_1	SRR1632816_2
SRR1632817	SRR1632817_1	SRR1632817_2
SRR1632818	SRR1632818_1	SRR1632818_2
SRR1632819	SRR1632819_1	SRR1632819_2
SRR1632820	SRR1632820_1	SRR1632820_2
SRR1632821	SRR1632821_1	SRR1632821_2
SRR1632822	SRR1632822_1	SRR1632822_2
SRR1632823	SRR1632823_1	SRR1632823_2
SRR1632824	SRR1632824_1	SRR1632824_2
SRR1632825	SRR1632825_1	SRR1632825_2
SRR1632826	SRR1632826_1	SRR1632826_2
SRR1632827	SRR1632827_1	SRR1632827_2
SRR1632828	SRR1632828_1	SRR1632828_2
SRR1632829	SRR1632829_1	SRR1632829_2
SRR1632830	SRR1632830_1	SRR1632830_2
SRR1632831	SRR1632831_1	SRR1632831_2
SRR1632832	SRR1632832_1	SRR1632832_2
SRR1632833	SRR1632833_1	SRR1632833_2
SRR1632834	SRR1632834_1	SRR1632834_2
SRR1632835	SRR1632835_1	SRR1632835_2
SRR1632836	SRR1632836_1	SRR1632836_2
SRR1632837	SRR1632837_1	SRR1632837_2
SRR1632838	SRR1632838_1	SRR1632838_2
SRR1632839	SRR1632839_1	SRR1632839_2
SRR1632840	SRR1632840_1	SRR1632840_2
SRR1632841	SRR1632841_1	SRR1632841_2
SRR1632842	SRR1632842_1	SRR1632842_2
SRR1632843	SRR1632843_1	SRR1632843_2
SRR1632844	SRR1632844_1	SRR1632844_2
SRR1632845	SRR1632845_1	SRR1632845_2
SRR1632846	SRR1632846_1	SRR1632846_2
SRR1632847	SRR1632847_1	SRR1632847_2
SRR1632848	SRR1632848_1	SRR1632848_2
SRR1632849	SRR1632849_1	SRR1632849_2
SRR1632850	SRR1632850_1	SRR1632850_2
SRR1632851	SRR1632851_1	SRR1632851_2
SRR1632852	SRR1632852_1	SRR1632852_2
SRR1632853	SRR1632853_1	SRR1632853_2
SRR1632854	SRR1632854_1	SRR1632854_2
SRR1632855	SRR1632855_1	SRR1632855_2
SRR1632856	SRR1632856_1	SRR1632856_2
SRR1632857	SRR1632857_1	SRR1632857_2
SRR1632858	SRR1632858_1	SRR1632858_2
SRR1632859	SRR1632859_1	SRR1632859_2
SRR1632860	SRR1632860_1	SRR1632860_2
SRR1632861	SRR1632861_1	SRR1632861_2
SRR1632977	SRR1632977_1	SRR1632977_2
SRR1632978	SRR1632978_1	SRR1632978_2
SRR1632979	SRR1632979_1	SRR1632979_2
SRR1632980	SRR1632980_1	SRR1632980_2
SRR1632981	SRR1632981_1	SRR1632981_2
SRR1632982	SRR1632982_1	SRR1632982_2
SRR1632983	SRR1632983_1	SRR1632983_2
SRR1632984	SRR1632984_1	SRR1632984_2
SRR1632985	SRR1632985_1	SRR1632985_2
SRR1632986	SRR1632986_1	SRR1632986_2
SRR1632987	SRR1632987_1	SRR1632987_2
SRR1632988	SRR1632988_1	SRR1632988_2
SRR1632989	SRR1632989_1	SRR1632989_2
SRR1632990	SRR1632990_1	SRR1632990_2
SRR1632991	SRR1632991_1	SRR1632991_2
SRR1632992	SRR1632992_1	SRR1632992_2
SRR1632993	SRR1632993_1	SRR1632993_2
SRR1632994	SRR1632994_1	SRR1632994_2
SRR1632995	SRR1632995_1	SRR1632995_2
SRR1632996	SRR1632996_1	SRR1632996_2
SRR1632997	SRR1632997_1	SRR1632997_2
SRR1632998	SRR1632998_1	SRR1632998_2
SRR1632999	SRR1632999_1	SRR1632999_2
SRR1633000	SRR1633000_1	SRR1633000_2
SRR1633001	SRR1633001_1	SRR1633001_2
SRR1633002	SRR1633002_1	SRR1633002_2
SRR1633003	SRR1633003_1	SRR1633003_2
SRR1633004	SRR1633004_1	SRR1633004_2
SRR1633005	SRR1633005_1	SRR1633005_2
SRR1633006	SRR1633006_1	SRR1633006_2
SRR1633007	SRR1633007_1	SRR1633007_2
SRR1633008	SRR1633008_1	SRR1633008_2
SRR1633009	SRR1633009_1	SRR1633009_2
SRR1633010	SRR1633010_1	SRR1633010_2
SRR1633011	SRR1633011_1	SRR1633011_2
SRR1633012	SRR1633012_1	SRR1633012_2
SRR1633013	SRR1633013_1	SRR1633013_2
SRR1633014	SRR1633014_1	SRR1633014_2
SRR1633015	SRR1633015_1	SRR1633015_2
SRR1633016	SRR1633016_1	SRR1633016_2
SRR1633017	SRR1633017_1	SRR1633017_2
SRR1633018	SRR1633018_1	SRR1633018_2
SRR1633019	SRR1633019_1	SRR1633019_2
SRR1633020	SRR1633020_1	SRR1633020_2
SRR1633021	SRR1633021_1	SRR1633021_2
SRR1633022	SRR1633022_1	SRR1633022_2
SRR1633023	SRR1633023_1	SRR1633023_2
SRR1633024	SRR1633024_1	SRR1633024_2
SRR1633025	SRR1633025_1	SRR1633025_2
SRR1633026	SRR1633026_1	SRR1633026_2
SRR1633027	SRR1633027_1	SRR1633027_2
SRR1633028	SRR1633028_1	SRR1633028_2
SRR1633029	SRR1633029_1	SRR1633029_2
SRR1633030	SRR1633030_1	SRR1633030_2
SRR1633031	SRR1633031_1	SRR1633031_2
SRR1633032	SRR1633032_1	SRR1633032_2
SRR1633033	SRR1633033_1	SRR1633033_2
SRR1633133	SRR1633133_1	SRR1633133_2
SRR1633134	SRR1633134_1	SRR1633134_2
SRR1633135	SRR1633135_1	SRR1633135_2
SRR1633136	SRR1633136_1	SRR1633136_2
SRR1633137	SRR1633137_1	SRR1633137_2
SRR1633138	SRR1633138_1	SRR1633138_2
SRR1633139	SRR1633139_1	SRR1633139_2
SRR1633140	SRR1633140_1	SRR1633140_2
SRR1633141	SRR1633141_1	SRR1633141_2
SRR1633142	SRR1633142_1	SRR1633142_2
SRR1633143	SRR1633143_1	SRR1633143_2
SRR1633144	SRR1633144_1	SRR1633144_2
SRR1633145	SRR1633145_1	SRR1633145_2
SRR1633146	SRR1633146_1	SRR1633146_2
SRR1633147	SRR1633147_1	SRR1633147_2
SRR1633148	SRR1633148_1	SRR1633148_2
SRR1633149	SRR1633149_1	SRR1633149_2
SRR1633150	SRR1633150_1	SRR1633150_2
SRR1633151	SRR1633151_1	SRR1633151_2
SRR1633152	SRR1633152_1	SRR1633152_2
SRR1633153	SRR1633153_1	SRR1633153_2
SRR1633154	SRR1633154_1	SRR1633154_2
SRR1633155	SRR1633155_1	SRR1633155_2
SRR1633156	SRR1633156_1	SRR1633156_2
SRR1633157	SRR1633157_1	SRR1633157_2
SRR1633158	SRR1633158_1	SRR1633158_2
SRR1633159	SRR1633159_1	SRR1633159_2
SRR1633160	SRR1633160_1	SRR1633160_2
SRR1633161	SRR1633161_1	SRR1633161_2
SRR1633162	SRR1633162_1	SRR1633162_2
SRR1633163	SRR1633163_1	SRR1633163_2
SRR1633164	SRR1633164_1	SRR1633164_2
SRR1633165	SRR1633165_1	SRR1633165_2
SRR1633166	SRR1633166_1	SRR1633166_2
SRR1633167	SRR1633167_1	SRR1633167_2
SRR1633168	SRR1633168_1	SRR1633168_2
SRR1633169	SRR1633169_1	SRR1633169_2
SRR1633170	SRR1633170_1	SRR1633170_2
SRR1633171	SRR1633171_1	SRR1633171_2
SRR1633172	SRR1633172_1	SRR1633172_2
SRR1633173	SRR1633173_1	SRR1633173_2
SRR1633174	SRR1633174_1	SRR1633174_2
SRR1633175	SRR1633175_1	SRR1633175_2
SRR1633176	SRR1633176_1	SRR1633176_2
SRR1633177	SRR1633177_1	SRR1633177_2
SRR1757110	SRR1757110_1	SRR1757110_2
SRR1757111	SRR1757111_1	SRR1757111_2
SRR1757112	SRR1757112_1	SRR1757112_2
SRR1757113	SRR1757113_1	SRR1757113_2
SRR1757147	SRR1757147_1	SRR1757147_2
SRR1757175	SRR1757175_1	SRR1757175_2
SRR1757176	SRR1757176_1	SRR1757176_2
SRR1757177	SRR1757177_1	SRR1757177_2
SRR1757178	SRR1757178_1	SRR1757178_2
SRR1757179	SRR1757179_1	SRR1757179_2
SRR1757180	SRR1757180_1	SRR1757180_2
SRR1757181	SRR1757181_1	SRR1757181_2
SRR1757261	SRR1757261_1	SRR1757261_2
SRR1757262	SRR1757262_1	SRR1757262_2
SRR1757263	SRR1757263_1	SRR1757263_2
SRR1757433	SRR1757433_1	SRR1757433_2
SRR1757434	SRR1757434_1	SRR1757434_2
SRR1761664	SRR1761664_1	SRR1761664_2
SRR1761665	SRR1761665_1	SRR1761665_2
SRR1761666	SRR1761666_1	SRR1761666_2
SRR1761667	SRR1761667_1	SRR1761667_2
SRR1761668	SRR1761668_1	SRR1761668_2
SRR1761669	SRR1761669_1	SRR1761669_2
SRR1761670	SRR1761670_1	SRR1761670_2
SRR1761671	SRR1761671_1	SRR1761671_2
SRR1761672	SRR1761672_1	SRR1761672_2
SRR1761673	SRR1761673_1	SRR1761673_2
SRR1761674	SRR1761674_1	SRR1761674_2
SRR1761675	SRR1761675_1	SRR1761675_2
SRR1761676	SRR1761676_1	SRR1761676_2
SRR1761677	SRR1761677_1	SRR1761677_2
SRR1761678	SRR1761678_1	SRR1761678_2
SRR1761679	SRR1761679_1	SRR1761679_2
SRR1761680	SRR1761680_1	SRR1761680_2
SRR1761681	SRR1761681_1	SRR1761681_2
SRR1761682	SRR1761682_1	SRR1761682_2
SRR1761683	SRR1761683_1	SRR1761683_2
SRR1761684	SRR1761684_1	SRR1761684_2
SRR1761685	SRR1761685_1	SRR1761685_2
SRR1761686	SRR1761686_1	SRR1761686_2
SRR1761687	SRR1761687_1	SRR1761687_2
SRR1761688	SRR1761688_1	SRR1761688_2
SRR1761689	SRR1761689_1	SRR1761689_2
SRR1761690	SRR1761690_1	SRR1761690_2
SRR1761691	SRR1761691_1	SRR1761691_2
SRR1761692	SRR1761692_1	SRR1761692_2
SRR1761693	SRR1761693_1	SRR1761693_2
SRR1761694	SRR1761694_1	SRR1761694_2
SRR1761695	SRR1761695_1	SRR1761695_2
SRR1761696	SRR1761696_1	SRR1761696_2
SRR1761697	SRR1761697_1	SRR1761697_2
SRR1761698	SRR1761698_1	SRR1761698_2
SRR1761699	SRR1761699_1	SRR1761699_2
SRR1761700	SRR1761700_1	SRR1761700_2
SRR1761701	SRR1761701_1	SRR1761701_2
SRR1761702	SRR1761702_1	SRR1761702_2
SRR1761703	SRR1761703_1	SRR1761703_2
SRR1761704	SRR1761704_1	SRR1761704_2
SRR1761705	SRR1761705_1	SRR1761705_2
SRR1761706	SRR1761706_1	SRR1761706_2
SRR1761707	SRR1761707_1	SRR1761707_2
SRR1761708	SRR1761708_1	SRR1761708_2
SRR1761709	SRR1761709_1	SRR1761709_2
SRR1761710	SRR1761710_1	SRR1761710_2
SRR1761711	SRR1761711_1	SRR1761711_2
SRR1761712	SRR1761712_1	SRR1761712_2
SRR1761713	SRR1761713_1	SRR1761713_2
SRR1761714	SRR1761714_1	SRR1761714_2
SRR1761715	SRR1761715_1	SRR1761715_2
SRR1761716	SRR1761716_1	SRR1761716_2
SRR1761717	SRR1761717_1	SRR1761717_2
SRR1761718	SRR1761718_1	SRR1761718_2
SRR1761719	SRR1761719_1	SRR1761719_2
SRR1761720	SRR1761720_1	SRR1761720_2
SRR1761721	SRR1761721_1	SRR1761721_2
SRR1761722	SRR1761722_1	SRR1761722_2
SRR1761723	SRR1761723_1	SRR1761723_2
SRR1761724	SRR1761724_1	SRR1761724_2
SRR1761725	SRR1761725_1	SRR1761725_2
SRR1761726	SRR1761726_1	SRR1761726_2
SRR1761727	SRR1761727_1	SRR1761727_2
SRR1761728	SRR1761728_1	SRR1761728_2
SRR1761729	SRR1761729_1	SRR1761729_2
SRR1761730	SRR1761730_1	SRR1761730_2
SRR1761731	SRR1761731_1	SRR1761731_2
SRR1761732	SRR1761732_1	SRR1761732_2
SRR1761733	SRR1761733_1	SRR1761733_2
SRR1761734	SRR1761734_1	SRR1761734_2
SRR1761735	SRR1761735_1	SRR1761735_2
SRR1761736	SRR1761736_1	SRR1761736_2
SRR1761737	SRR1761737_1	SRR1761737_2
SRR1761738	SRR1761738_1	SRR1761738_2
SRR1761739	SRR1761739_1	SRR1761739_2
SRR1761740	SRR1761740_1	SRR1761740_2
SRR1761741	SRR1761741_1	SRR1761741_2
SRR1761742	SRR1761742_1	SRR1761742_2
SRR1761743	SRR1761743_1	SRR1761743_2
SRR1761744	SRR1761744_1	SRR1761744_2
SRR1761745	SRR1761745_1	SRR1761745_2
SRR1761746	SRR1761746_1	SRR1761746_2
SRR1761747	SRR1761747_1	SRR1761747_2
SRR1761748	SRR1761748_1	SRR1761748_2
SRR1761749	SRR1761749_1	SRR1761749_2
SRR1761750	SRR1761750_1	SRR1761750_2
SRR1761751	SRR1761751_1	SRR1761751_2
SRR1761752	SRR1761752_1	SRR1761752_2
SRR1761753	SRR1761753_1	SRR1761753_2
SRR1761754	SRR1761754_1	SRR1761754_2
SRR1761755	SRR1761755_1	SRR1761755_2
SRR1761756	SRR1761756_1	SRR1761756_2
SRR1761757	SRR1761757_1	SRR1761757_2
SRR1761758	SRR1761758_1	SRR1761758_2
SRR1761759	SRR1761759_1	SRR1761759_2
SRR1761760	SRR1761760_1	SRR1761760_2
SRR1761761	SRR1761761_1	SRR1761761_2
SRR1761762	SRR1761762_1	SRR1761762_2
SRR1761763	SRR1761763_1	SRR1761763_2
SRR1761764	SRR1761764_1	SRR1761764_2
SRR1761765	SRR1761765_1	SRR1761765_2
SRR1761766	SRR1761766_1	SRR1761766_2
SRR1761767	SRR1761767_1	SRR1761767_2
SRR1761768	SRR1761768_1	SRR1761768_2
SRR1761769	SRR1761769_1	SRR1761769_2
SRR1761770	SRR1761770_1	SRR1761770_2
SRR1761771	SRR1761771_1	SRR1761771_2
SRR1761772	SRR1761772_1	SRR1761772_2
SRR1761773	SRR1761773_1	SRR1761773_2
SRR1761774	SRR1761774_1	SRR1761774_2
SRR1761775	SRR1761775_1	SRR1761775_2
SRR1761776	SRR1761776_1	SRR1761776_2
SRR1761777	SRR1761777_1	SRR1761777_2
SRR1761778	SRR1761778_1	SRR1761778_2
SRR1761779	SRR1761779_1	SRR1761779_2
SRR1764964	SRR1764964_1	SRR1764964_2
SRR1764970	SRR1764970_1	SRR1764970_2
SRR1764979	SRR1764979_1	SRR1764979_2
SRR1764982	SRR1764982_1	SRR1764982_2
SRR1764983	SRR1764983_1	SRR1764983_2
SRR1764987	SRR1764987_1	SRR1764987_2
SRR1765011	SRR1765011_1	SRR1765011_2
SRR1765012	SRR1765012_1	SRR1765012_2
SRR1765025	SRR1765025_1	SRR1765025_2
SRR1765035	SRR1765035_1	SRR1765035_2
SRR1765039	SRR1765039_1	SRR1765039_2
SRR1765077	SRR1765077_1	SRR1765077_2
SRR1765078	SRR1765078_1	SRR1765078_2
SRR1765126	SRR1765126_1	SRR1765126_2
SRR1765134	SRR1765134_1	SRR1765134_2
SRR1765155	SRR1765155_1	SRR1765155_2
SRR1765166	SRR1765166_1	SRR1765166_2
SRR1765167	SRR1765167_1	SRR1765167_2
SRR1765168	SRR1765168_1	SRR1765168_2
SRR1765169	SRR1765169_1	SRR1765169_2
SRR1765170	SRR1765170_1	SRR1765170_2
SRR1765171	SRR1765171_1	SRR1765171_2
SRR1765172	SRR1765172_1	SRR1765172_2
SRR1765173	SRR1765173_1	SRR1765173_2
SRR1765174	SRR1765174_1	SRR1765174_2
SRR1765175	SRR1765175_1	SRR1765175_2
SRR1765176	SRR1765176_1	SRR1765176_2
SRR1765177	SRR1765177_1	SRR1765177_2
SRR1765178	SRR1765178_1	SRR1765178_2
SRR1765179	SRR1765179_1	SRR1765179_2
SRR1765180	SRR1765180_1	SRR1765180_2
SRR1765181	SRR1765181_1	SRR1765181_2
SRR1765182	SRR1765182_1	SRR1765182_2
SRR1765183	SRR1765183_1	SRR1765183_2
SRR1765184	SRR1765184_1	SRR1765184_2
SRR1765185	SRR1765185_1	SRR1765185_2
SRR1765186	SRR1765186_1	SRR1765186_2
SRR1765187	SRR1765187_1	SRR1765187_2
SRR1765188	SRR1765188_1	SRR1765188_2
SRR1765189	SRR1765189_1	SRR1765189_2
SRR1765190	SRR1765190_1	SRR1765190_2
SRR1765191	SRR1765191_1	SRR1765191_2
SRR1765192	SRR1765192_1	SRR1765192_2
SRR1765193	SRR1765193_1	SRR1765193_2
SRR1765194	SRR1765194_1	SRR1765194_2
SRR1765195	SRR1765195_1	SRR1765195_2
SRR1765196	SRR1765196_1	SRR1765196_2
SRR1765197	SRR1765197_1	SRR1765197_2
SRR1765198	SRR1765198_1	SRR1765198_2
SRR1765199	SRR1765199_1	SRR1765199_2
SRR1765200	SRR1765200_1	SRR1765200_2
SRR1765202	SRR1765202_1	SRR1765202_2
SRR1765203	SRR1765203_1	SRR1765203_2
SRR1765216	SRR1765216_1	SRR1765216_2
SRR1765221	SRR1765221_1	SRR1765221_2
SRR1765253	SRR1765253_1	SRR1765253_2
SRR1765265	SRR1765265_1	SRR1765265_2
SRR1765266	SRR1765266_1	SRR1765266_2
SRR1765267	SRR1765267_1	SRR1765267_2
SRR1765268	SRR1765268_1	SRR1765268_2
SRR1765269	SRR1765269_1	SRR1765269_2
SRR1765270	SRR1765270_1	SRR1765270_2
SRR1765271	SRR1765271_1	SRR1765271_2
SRR1765272	SRR1765272_1	SRR1765272_2
SRR1765273	SRR1765273_1	SRR1765273_2
SRR1765274	SRR1765274_1	SRR1765274_2
SRR1765275	SRR1765275_1	SRR1765275_2
SRR1765276	SRR1765276_1	SRR1765276_2
SRR1765277	SRR1765277_1	SRR1765277_2
SRR1765278	SRR1765278_1	SRR1765278_2
SRR1765279	SRR1765279_1	SRR1765279_2
SRR1765280	SRR1765280_1	SRR1765280_2
SRR1765281	SRR1765281_1	SRR1765281_2
SRR1765282	SRR1765282_1	SRR1765282_2
SRR1765283	SRR1765283_1	SRR1765283_2
SRR1765284	SRR1765284_1	SRR1765284_2
SRR1765285	SRR1765285_1	SRR1765285_2
SRR1765286	SRR1765286_1	SRR1765286_2
SRR1765287	SRR1765287_1	SRR1765287_2
SRR1765288	SRR1765288_1	SRR1765288_2
SRR1765289	SRR1765289_1	SRR1765289_2
SRR1765290	SRR1765290_1	SRR1765290_2
SRR1765291	SRR1765291_1	SRR1765291_2
SRR1765292	SRR1765292_1	SRR1765292_2
SRR1765293	SRR1765293_1	SRR1765293_2
SRR1765294	SRR1765294_1	SRR1765294_2
SRR1765295	SRR1765295_1	SRR1765295_2
SRR1765296	SRR1765296_1	SRR1765296_2
SRR1765297	SRR1765297_1	SRR1765297_2
SRR1765298	SRR1765298_1	SRR1765298_2
SRR1765299	SRR1765299_1	SRR1765299_2
SRR1765300	SRR1765300_1	SRR1765300_2
SRR1765301	SRR1765301_1	SRR1765301_2
SRR1765302	SRR1765302_1	SRR1765302_2
SRR1765303	SRR1765303_1	SRR1765303_2
SRR1765304	SRR1765304_1	SRR1765304_2
SRR1765305	SRR1765305_1	SRR1765305_2
SRR1765306	SRR1765306_1	SRR1765306_2
SRR1765307	SRR1765307_1	SRR1765307_2
SRR1765308	SRR1765308_1	SRR1765308_2
SRR1765309	SRR1765309_1	SRR1765309_2
SRR1765310	SRR1765310_1	SRR1765310_2
SRR1765311	SRR1765311_1	SRR1765311_2
SRR1765312	SRR1765312_1	SRR1765312_2
SRR1765313	SRR1765313_1	SRR1765313_2
SRR1765314	SRR1765314_1	SRR1765314_2
SRR1765327	SRR1765327_1	SRR1765327_2
SRR1765328	SRR1765328_1	SRR1765328_2
SRR1765329	SRR1765329_1	SRR1765329_2
SRR1765330	SRR1765330_1	SRR1765330_2
SRR1765331	SRR1765331_1	SRR1765331_2
SRR1765332	SRR1765332_1	SRR1765332_2
SRR1765333	SRR1765333_1	SRR1765333_2
SRR1765334	SRR1765334_1	SRR1765334_2
SRR1765335	SRR1765335_1	SRR1765335_2
SRR1765336	SRR1765336_1	SRR1765336_2
SRR1765341	SRR1765341_1	SRR1765341_2
SRR1765342	SRR1765342_1	SRR1765342_2
SRR1765343	SRR1765343_1	SRR1765343_2
SRR1765344	SRR1765344_1	SRR1765344_2
SRR1765345	SRR1765345_1	SRR1765345_2
SRR1765346	SRR1765346_1	SRR1765346_2
SRR1765347	SRR1765347_1	SRR1765347_2
SRR1765348	SRR1765348_1	SRR1765348_2
SRR1765349	SRR1765349_1	SRR1765349_2
SRR1765350	SRR1765350_1	SRR1765350_2
SRR1765351	SRR1765351_1	SRR1765351_2
SRR1765352	SRR1765352_1	SRR1765352_2
SRR1765353	SRR1765353_1	SRR1765353_2
SRR1765354	SRR1765354_1	SRR1765354_2
SRR1765355	SRR1765355_1	SRR1765355_2
SRR1765356	SRR1765356_1	SRR1765356_2
SRR1765357	SRR1765357_1	SRR1765357_2
SRR1765358	SRR1765358_1	SRR1765358_2
SRR1765359	SRR1765359_1	SRR1765359_2
SRR1765361	SRR1765361_1	SRR1765361_2
SRR1765362	SRR1765362_1	SRR1765362_2
SRR1765363	SRR1765363_1	SRR1765363_2
SRR1765364	SRR1765364_1	SRR1765364_2
SRR1765365	SRR1765365_1	SRR1765365_2
SRR1765366	SRR1765366_1	SRR1765366_2
SRR1765367	SRR1765367_1	SRR1765367_2
SRR1765368	SRR1765368_1	SRR1765368_2
SRR1765369	SRR1765369_1	SRR1765369_2
SRR1765370	SRR1765370_1	SRR1765370_2
SRR1765371	SRR1765371_1	SRR1765371_2
SRR1765372	SRR1765372_1	SRR1765372_2
SRR1765373	SRR1765373_1	SRR1765373_2
SRR1765374	SRR1765374_1	SRR1765374_2
SRR1765375	SRR1765375_1	SRR1765375_2
SRR1765376	SRR1765376_1	SRR1765376_2
SRR1765377	SRR1765377_1	SRR1765377_2
SRR1765378	SRR1765378_1	SRR1765378_2
SRR1765381	SRR1765381_1	SRR1765381_2
SRR1765382	SRR1765382_1	SRR1765382_2
SRR1765383	SRR1765383_1	SRR1765383_2
SRR1765384	SRR1765384_1	SRR1765384_2
SRR1765385	SRR1765385_1	SRR1765385_2
SRR1765386	SRR1765386_1	SRR1765386_2
SRR1765387	SRR1765387_1	SRR1765387_2
SRR1765388	SRR1765388_1	SRR1765388_2
SRR1765389	SRR1765389_1	SRR1765389_2
SRR1765390	SRR1765390_1	SRR1765390_2
SRR1765391	SRR1765391_1	SRR1765391_2
SRR1765392	SRR1765392_1	SRR1765392_2
SRR1765393	SRR1765393_1	SRR1765393_2
SRR1765394	SRR1765394_1	SRR1765394_2
SRR1765395	SRR1765395_1	SRR1765395_2
SRR1765396	SRR1765396_1	SRR1765396_2
SRR1765397	SRR1765397_1	SRR1765397_2
SRR1765402	SRR1765402_1	SRR1765402_2
SRR1765403	SRR1765403_1	SRR1765403_2
SRR1765404	SRR1765404_1	SRR1765404_2
SRR1765405	SRR1765405_1	SRR1765405_2
SRR1765406	SRR1765406_1	SRR1765406_2
SRR1765407	SRR1765407_1	SRR1765407_2
SRR1765408	SRR1765408_1	SRR1765408_2
SRR1765409	SRR1765409_1	SRR1765409_2
SRR1765410	SRR1765410_1	SRR1765410_2
SRR1765411	SRR1765411_1	SRR1765411_2
SRR1765412	SRR1765412_1	SRR1765412_2
SRR1765413	SRR1765413_1	SRR1765413_2
SRR1765414	SRR1765414_1	SRR1765414_2
SRR1765415	SRR1765415_1	SRR1765415_2
SRR1765416	SRR1765416_1	SRR1765416_2
SRR1765417	SRR1765417_1	SRR1765417_2
SRR1765418	SRR1765418_1	SRR1765418_2
SRR1765419	SRR1765419_1	SRR1765419_2
SRR1765420	SRR1765420_1	SRR1765420_2
SRR1765421	SRR1765421_1	SRR1765421_2
SRR1765422	SRR1765422_1	SRR1765422_2
SRR1765423	SRR1765423_1	SRR1765423_2
SRR1765424	SRR1765424_1	SRR1765424_2
SRR1765425	SRR1765425_1	SRR1765425_2
SRR1765426	SRR1765426_1	SRR1765426_2
SRR1765427	SRR1765427_1	SRR1765427_2
SRR1765428	SRR1765428_1	SRR1765428_2
SRR1765429	SRR1765429_1	SRR1765429_2
SRR1765430	SRR1765430_1	SRR1765430_2
SRR1765431	SRR1765431_1	SRR1765431_2
